collection_item_link,title,abstract,transcript_url,in_collections,copyright_status,date_published,authors,subjects,material_type,publishers,language,pages,part_of,issn,permalink,filename,start_page,end_page,transcript_length
https://d.lib.msu.edu/jamr/168,The mass media and regional integration in Africa,"Although studies in African integration have been mostly in the political and economic domains (Hazzlewood, 1977), it has been argued that social integration is the pre-condition for either political or economic integration in Africa (Nye, 1966). This paper focuses on the poorly-explored concept of social integration by analysing the continent's efforts in ensuring integration through the mass media. It examines the difficulties encountered in realising such objectives and offers some suggestions for policy-makers.",https://d.lib.msu.edu/jamr/168/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,"Churchill, Ewumbue-Munono (/search?fq=name_author:Churchill%2C%5C%20Ewumbue%5C-Munono)","Mass media and social integration

Africa (/search?fq=subject_display:Mass%5C%20media%5C%20and%5C%20social%5C%20integration)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 17-36,Africa media review. Vol. 5 no. 1 (1991),0258-4913,https://n2t.net/ark:/85335/m5445mf2p (https://n2t.net/ark:/85335/m5445mf2p),africa_media_review_pdfs/jamr_168.pdf,17,36,49632
https://d.lib.msu.edu/jamr/57,The mass media systems of Kenya and Tanzania : a comparative analysis,"The article is a comparative study of the mass media systems of Kenya and Tanzania. The author examines the historical, geographical, political, economic, social and cultural factors which shape the mass media systems in the two countries. The article concludes that the factors of literacy and politico-economic system are destined to have significant impact on the future growth and shape of the mass media in Kenya and Tanzania.",https://d.lib.msu.edu/jamr/57/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1986-06,"Ogunade, Dele (/search?fq=name_author:Ogunade%2C%5C%20Dele)","Mass media

Kenya

Tanzania (/search?fq=subject_display:Mass%5C%20media)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 99-111,Africa media review. Vol. 1 no. 1 (1986 June),0258-4913,https://n2t.net/ark:/85335/m5ff3q25k (https://n2t.net/ark:/85335/m5ff3q25k),africa_media_review_pdfs/jamr_57.pdf,99,111,24554
https://d.lib.msu.edu/jamr/17,The media as civil society and its role in democratic transition in Kenya,"This paper discusses the contribution of the mass media to the transition from single to multi-party democracy in Kenya. Considering the media as part and parcel of civil society, the author argues that access to the mass media is critical to actors involved in the politics of transition from single to multiparty democracy. However, it is postulated that the role of the media in this enterprise can be greatly enhanced by the support of other democratic social forces in society. Both institutions need each other as they try to influence the direction, pattern and issues of democratic transition. The paper also discusses the problems encountered by the media in the process of promoting democratic politics. These include the legal and political environment in which the media operate, the absence of an effective media organization to protect the interests of journalists and the tendency to disregard professionalism by the media practitioners themselves.",https://d.lib.msu.edu/jamr/17/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,"Wanyande, Peter (/search?fq=name_author:Wanyande%2C%5C%20Peter)","Mass media--Political aspects

Civil society

Democratization

Kenya (/search?fq=subject_display:Mass%5C%20media%5C-%5C-Political%5C%20aspects)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-20,Africa media review. Vol. 10 no. 3 (1996),0258-4913,https://n2t.net/ark:/85335/m5930rx3d (https://n2t.net/ark:/85335/m5930rx3d),africa_media_review_pdfs/jamr_17.pdf,1,20,49142
https://d.lib.msu.edu/jamr/225,The mediation of dependence : development communication planning for agricultural development in Northern Nigeria,"This paper examines the place and role of development communication planning in the context of Nigeria's effort to develop its agricultural sector with particular reference to Northern Nigeria. Three cases were identified to show that rather than develop the agricultural sector, the government policies tend to accentuate dependence in this sector. The author argues that development communication planning for agricultural development in Northern Nigeria would not lead to the desired goals of developing the sector. It is therefore argued that the agricultural policy framework needs radical revision.",https://d.lib.msu.edu/jamr/225/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1993,"Mohammed, Jubril Bala, -2001 (/search?fq=name_author:Mohammed%2C%5C%20Jubril%5C%20Bala%2C%5C%20%5C-2001)","Communication in agriculture

Communication planning

Agriculture and state

Northern Nigeria (/search?fq=subject_display:Communication%5C%20in%5C%20agriculture)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-16,Africa media review. Vol. 7 no. 2 (1993),0258-4913,https://n2t.net/ark:/85335/m5610zt8b (https://n2t.net/ark:/85335/m5610zt8b),africa_media_review_pdfs/jamr_225.pdf,1,16,35284
https://d.lib.msu.edu/jamr/34,The new press bills in Tanzania : implications for national communication policy and press freedom,"This is a modest critique of the oppressive media laws in Tanzania, arising from the country's still-born socialism, which was adopted at the Arusha Declaration of 1967. The emperor worship syndrome characteristic of the first and, to a large extent, second generation of the autocratic presidents of African states, led them to muzzle the press and trample on their subjects' fundamental human rights like freedoms of expression, association, conscience, assembly and much else, is presented as the historical origin of a feeble press in the continent, including Tanzania. Taking Tanzania as the unit of analysis, the article argues that such undemocratic tendencies have no place in the modern world. The Tanzanian government is, therefore, invited to review its communication policies to make them more responsive to media development. The starting point should be the repealing of the obsolete media laws, to enable the media to play their adversary roles to the government objectively, authoritatively and independently. The paper then explores the various media legislations and concludes that the country has a vague communication policy which needs to be changed. In summary, the author philosophises and sympathises with the hackneyed view that there is no absolute freedom, therefore, in a way understands the limitations put in the way of the Tanzanian media by the new press bills.",https://d.lib.msu.edu/jamr/34/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,"Shoo, Gideon (/search?fq=name_author:Shoo%2C%5C%20Gideon)","Press law

Mass media--Law and legislation

Freedom of the press

Tanzania (/search?fq=subject_display:Press%5C%20law)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-11,Africa media review. Vol. 11 no. 2 (1997),0258-4913,https://n2t.net/ark:/85335/m56m36577 (https://n2t.net/ark:/85335/m56m36577),africa_media_review_pdfs/jamr_34.pdf,1,11,21728
https://d.lib.msu.edu/jamr/38,The new press bills in Uganda : implications for national communication policy and press freedom,"This paper presents the government of Uganda's perspective of professionalization of journalism and the liberalisation of the media in the country. It is apologetic to the restrictions on the freedom of the press in Africa, for some unspecified conditions peculiar to African States. Some encouraging developments within the media industry, especially the liberalisation of the airwaves and the introduction of a degree course in journalism at the Makerere University, are discussed. However, the author mildly criticizes the suspect Media and Broadcast Councils whose composition are dominated by people handpicked by the Minister for Communications. The Media Council is empowered to license and discipline journalists and the media institutions. The question raised by many is whether the Councils are not merely a cathartic strategy by the government calculated to pacify an aggressive media that had started challenging the government's continued stronghold on the industry despite its claim that it's democratic. Whatever the case, as a watchdog in a democracy, the media's independence is critical. This is why the author is calling for a more comprehensive communication policy in Uganda. The paper raises questions over the wisdom of subjecting the Councils to the mercy of a government grant and some obscure ""acceptable sources"" for their cash, arguing that this will in the long run thoroughly compromise the independence of the two bodies. The paper raises the freedom of information provision, albeit with a grain of salt. It points out, for example, that the provision is contradicted by the Official Secrets Act, which make it difficult for government sources to divulge information to journalists. In conclusion, it ask the government to address the issue of media ownership in Uganda, using relevant statutes, with a view to making them accessible to the poor. To argue this case, the writer adopts the theoretical framework of the dependency theorists, who invites developing (periphery) countries to dissociate themselves culturally and economically from the developed (core) countries as the only means of achieving their true independence.",https://d.lib.msu.edu/jamr/38/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,"Nassanga, Goretti Linda (/search?fq=name_author:Nassanga%2C%5C%20Goretti%5C%20Linda)","Press law

Freedom of the press

Government and the press

Mass media policy

Uganda (/search?fq=subject_display:Press%5C%20law)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 74-87,Africa media review. Vol. 11 no. 2 (1997),0258-4913,https://n2t.net/ark:/85335/m5k07134j (https://n2t.net/ark:/85335/m5k07134j),africa_media_review_pdfs/jamr_38.pdf,74,87,25074
https://d.lib.msu.edu/jamr/88,The newsflow controversy : professional journalists' evaluation of news imbalance,"This paper discusses the African journalists' perception of the new world Information order, seeking to find out what changes they expect from it. The paper attempts to identify the positions taken by various journalists on the issue pertaining to this controversy. Basing his opinion on the results of a survey conducted in Nigeria, the author concludes that this debate cannot be fruitfully carried on since there is little agreement on the meanings of the concepts employed by the disputants.",https://d.lib.msu.edu/jamr/88/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1987,"Okigbo, Charles (/search?fq=name_author:Okigbo%2C%5C%20Charles)","Communication--International cooperation

Journalists--Attitudes

Nigeria (/search?fq=subject_display:Communication%5C-%5C-International%5C%20cooperation)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 104-119,Africa media review. Vol. 2 no. 1 (1987),0258-4913,https://n2t.net/ark:/85335/m5rr1sp63 (https://n2t.net/ark:/85335/m5rr1sp63),africa_media_review_pdfs/jamr_88.pdf,104,119,34876
https://d.lib.msu.edu/jamr/123,The political culture of mass communication research and the role of African communication scholars,"This article outlines some of the recurring issues in mass communication research. Starting with a discussion of the perennial problem of defining the field of mass communication research, the article reviews the administrative-critical debate or the 'ferment' in mass communication research, and puts forward new concepts which seem to suggest new directions in the field. It finally suggests ways in which African communication scholars might contribute to the on-going debates in the field.",https://d.lib.msu.edu/jamr/123/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1989,"M'Bayo, Ritchard

Nwanko, R. Nwafo (/search?fq=name_author:M%27Bayo%2C%5C%20Ritchard)","Communication--Research

Communication specialists

Africa (/search?fq=subject_display:Communication%5C-%5C-Research)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-15,Africa media review. Vol. 3 no. 2 (1989),0258-4913,https://n2t.net/ark:/85335/m5hx18s97 (https://n2t.net/ark:/85335/m5hx18s97),africa_media_review_pdfs/jamr_123.pdf,1,15,42208
https://d.lib.msu.edu/jamr/2,The relevance of Paulo Freire's contributions to education and development in present day Africa,"Paulo Freire is a Brazilian educator and philosopher who is best known for his literacy method based on conscientization and dialogue. He has been called ""the greatest living educator, a master and a teacher"" (Taylor, 1993, p. 1). This article identifies and examines Freire's educational ideas which offer most important contribution to understanding educational practices and discusses their relevance to education and development in contemporary Africa in terms of the extent to which they are still of value. These ideas include Freire's theory of conscientization and dialogue, liberating education, a criticism of banking education, and a criticism of the concept of extension as cultural invasion. The examination of these ideas shows that, given the existing realities in African societies today, particularly in the rural areas, Freire's ideas now appear more relevant to education and development in Africa than ever before.",https://d.lib.msu.edu/jamr/2/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,"Nyirenda, Juma E. (/search?fq=name_author:Nyirenda%2C%5C%20Juma%5C%20E.)","Freire, Paulo, 1921-1997

Philosophy

Education--Philosophy

Rural development

Rural development--Sociological aspects

Africa (/search?fq=subject_display:Freire%2C%5C%20Paulo%2C%5C%201921%5C-1997)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-20,Africa media review. Vol. 10 no. 1 (1996),0258-4913,https://n2t.net/ark:/85335/m5qn62d6c (https://n2t.net/ark:/85335/m5qn62d6c),africa_media_review_pdfs/jamr_2.pdf,1,20,40215
https://d.lib.msu.edu/jamr/212,The right to inform and the 1990 press law in Cameroon,This article examines the objectives of the 1990 press law in Cameroon and the substantial changes it brought for pressmen who until 1966 were regulated by either common law in Anglophone Cameroon or civil law in Francophone Cameroon. It also examines the extent to which the objectives have been attained and the major defects of the law.,https://d.lib.msu.edu/jamr/212/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1992,"Churchill, Ewumbue-Munono (/search?fq=name_author:Churchill%2C%5C%20Ewumbue%5C-Munono)","Press law

History

Cameroon (/search?fq=subject_display:Press%5C%20law)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 19-30,Africa media review. Vol. 6 no. 3 (1992),0258-4913,https://n2t.net/ark:/85335/m5gb21j9d (https://n2t.net/ark:/85335/m5gb21j9d),africa_media_review_pdfs/jamr_212.pdf,19,30,26150
https://d.lib.msu.edu/jamr/45,The role and place of ethnic languages in conflict resolution : the case of African countries,"The current state of most African countries cannot be dissociated from the Berlin Treaty of 1885, which divided the continent into zones of European influence. Before this year, most communities in this continent ran their own affairs in relative independence, within a clearly understood ethnic region. The most significant characteristics of an ethnic community were it's language and culture. Although the new foreign masters did not always clearly perceive or appreciate these social elements, the diversity and the wealth of these entities was enormous in the African continent. The greatest injustice the colonial masters committed was, undoubtedly, the imposition of their language and culture on the colonized minority groups. This article discusses the consequences of this phenomenon in post-colonial Africa and evaluates the alternative possibilities in relation to conflict resolution in Africa.",https://d.lib.msu.edu/jamr/45/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,"Nzunga, Kipande (/search?fq=name_author:Nzunga%2C%5C%20Kipande)","Conflict management

Indigenous peoples--Languages

Postcolonialism

Africa (/search?fq=subject_display:Conflict%5C%20management)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 70-79,Africa media review. Vol. 11 no. 3 (1997),0258-4913,https://n2t.net/ark:/85335/m57w6b76h (https://n2t.net/ark:/85335/m57w6b76h),africa_media_review_pdfs/jamr_45.pdf,70,79,16349
https://d.lib.msu.edu/jamr/159,The role of Radio Tanzania Dar es Salaam in mobilising the masses : a critique,"Tanzanians are turning inward now after dismantling most of the barriers to development colonial mentality, colonial regimes in the neighbourhood, illiteracy and poor health. The rallying cry now is increased economic output through self-reliance. Radio Tanzania Dar es Salaam (RTD), as a medium of mass communication and mobilization, will have to get closer to the grassroots people, either on a social basis, which is possible now, or it will have to introduce smaller community-based stations which would have greater mobilizing power than any other establishment.",https://d.lib.msu.edu/jamr/159/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1990,"Moshiro, Gervas (/search?fq=name_author:Moshiro%2C%5C%20Gervas)","Radio Tanzania Dar es Salaam

Radio broadcasting--Political aspects

Political participation

Tanzania (/search?fq=subject_display:Radio%5C%20Tanzania%5C%20Dar%5C%20es%5C%20Salaam)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 18-35,Africa media review. Vol. 4 no. 3 (1990),0258-4913,https://n2t.net/ark:/85335/m5mc8vj39 (https://n2t.net/ark:/85335/m5mc8vj39),africa_media_review_pdfs/jamr_159.pdf,18,35,46891
https://d.lib.msu.edu/jamr/93,The role of communication education in the development and democratization of African society,"This study looks into the concept of democracy as it is understood within the African context and the role which the mass media could play in promoting and sustaining it. It argues that, given Africa's colonial experience and its history of struggle for human dignity and liberation, the appropriate role for the mass media must be to sustain this struggle. Accordingly, their relevance must be seen in relation to the extent to which they promote the developmental and democratic aspirations of the majority of the people. And, as such, training of African media practitioners must be predicated on the necessity to give them clear orientation for the achievement of these goals. Finally, the professional status of journalists and of the journalism profession must be acknowledged by political authorities and policy makers; journalists must be appropriately renumerated and their profession upgraded within the hierarchy of national priorities.",https://d.lib.msu.edu/jamr/93/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,"Chimutengwende, Chen (/search?fq=name_author:Chimutengwende%2C%5C%20Chen)","Mass media--Political aspects

Journalism--Study and teaching

Journalism--Political aspects

Democratization

Africa (/search?fq=subject_display:Mass%5C%20media%5C-%5C-Political%5C%20aspects)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 29-45,Africa media review. Vol. 2 no. 2 (1988),0258-4913,https://n2t.net/ark:/85335/m5x924m3b (https://n2t.net/ark:/85335/m5x924m3b),africa_media_review_pdfs/jamr_93.pdf,29,45,47315
https://d.lib.msu.edu/jamr/158,The role of party newspapers in mobilizing the masses in Tanzania : a critical analysis,"This article critically analyzes the role of the Party newspapers in mobilizing the masses in Tanzania. It examines the existence of mass mobilizing content in the papers by method of content analysis. Three criteria were used to evaluate the extent to which four major message types carried potentially-mobilizing content for a period of one year. The article also examines the extent to which the existing communications infrastructure in Tanzania supports the process of mass mobilization through the party newspapers and other print media. It was found that there was an insignificant amount (16%) of media content for mass mobilization in the Party papers. Also, the communications infrastructure in Tanzania further hampered the process of mass mobilization through the Party papers and other print media. The article recommends an integrative policy and planning approach for the entire information and communications industry in Tanzania to enhance the media's roles in mass mobilization for development.",https://d.lib.msu.edu/jamr/158/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1990,"Shija, William M. F. (/search?fq=name_author:Shija%2C%5C%20William%5C%20M.%5C%20F.)","Press, Political party

Press and politics

Political participation

Tanzania (/search?fq=subject_display:Press%2C%5C%20Political%5C%20party)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-17,Africa media review. Vol. 4 no. 3 (1990),0258-4913,https://n2t.net/ark:/85335/m5td9rb10 (https://n2t.net/ark:/85335/m5td9rb10),africa_media_review_pdfs/jamr_158.pdf,1,17,44075
https://d.lib.msu.edu/jamr/115,The role of research in development communication at the Liberian Rural Communications Network,"This paper sets out to ""spell out and critically analyze the role of research In development communication"". After a brief discussion of the concept of development communication, the paper stresses the role of research in determining what Is desirable change in a people's perception of development. The paper zeroes in on the place of research In development communication In relation to the Liberian Rural Communication Network. The observations arising out of this case study are used to make some general recommendations for research In development communication",https://d.lib.msu.edu/jamr/115/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,"Kandakai, D. Evelyn S., 1950- (/search?fq=name_author:Kandakai%2C%5C%20D.%5C%20Evelyn%5C%20S.%2C%5C%201950%5C-)","Liberian Rural Communications Network

Communication in rural development--Research

Liberia (/search?fq=subject_display:Liberian%5C%20Rural%5C%20Communications%5C%20Network)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 64-82,Africa media review. Vol. 3 no. 1 (1988),0258-4913,https://n2t.net/ark:/85335/m5vh5gm0m (https://n2t.net/ark:/85335/m5vh5gm0m),africa_media_review_pdfs/jamr_115.pdf,64,82,33402
https://d.lib.msu.edu/jamr/132,The role of the mass media in the implementation of Tanzania's foreign policy : reality and prospects,"This article surveys the relationship between the mass media and the government in Tanzania with respect to the implementation of the country's foreign policy. It argues that although there is a unanimous acknowledgement of mass media's role in the conduct of foreign affairs worldwide and even among Tanzania's leadership, a lingering suspicion of journalists persits among most government officials which makes them withhold vital information from the country's local mass media. It recommends, among other things, an open dialogue between the officials of the Foreign Ministry and the press in the effort to forge a working relationship that would facilitate wide debate in the conduct of foreign affairs and international issues as it is the case in a socialist democracy.",https://d.lib.msu.edu/jamr/132/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1989,"Kamuhanda, Sethi (/search?fq=name_author:Kamuhanda%2C%5C%20Sethi)","Mass media--Political aspects

Press and politics

Diplomatic relations

Tanzania (/search?fq=subject_display:Mass%5C%20media%5C-%5C-Political%5C%20aspects)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 25-38,Africa media review. Vol. 3 no. 3 (1989),0258-4913,https://n2t.net/ark:/85335/m5vx0954w (https://n2t.net/ark:/85335/m5vx0954w),africa_media_review_pdfs/jamr_132.pdf,25,38,26832
https://d.lib.msu.edu/jamr/21,The sleeping dog cannot bark : media and mass disempowerment of civil society in Africa,"The concepts of media as the fourth estate and the society's watchdog are popular among communication scholars. However, a consideration of the actualization of this concept is indicative of the media's failing in playing these roles. Very often, the media marginalise and disempower the masses whose causes they ought to promote. If the media were to truly play the watchdog role as the fourth estate, then both the structure and ownership of the media must be reviewed with a view to redressing the imbalances that make them tools for the disempowerment of civil society in Africa.",https://d.lib.msu.edu/jamr/21/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,"Musa, Danladi (/search?fq=name_author:Musa%2C%5C%20Danladi)","Mass media--Political aspects

Civil society

Power (Social sciences)

Africa (/search?fq=subject_display:Mass%5C%20media%5C-%5C-Political%5C%20aspects)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 79-92,Africa media review. Vol. 10 no. 3 (1996),0258-4913,https://n2t.net/ark:/85335/m5bv7dx87 (https://n2t.net/ark:/85335/m5bv7dx87),africa_media_review_pdfs/jamr_21.pdf,79,92,30901
https://d.lib.msu.edu/jamr/98,The stories people tell : are they part of the democratic process?,"This article offers some reflections on the locus of peoples' stories, or their Sitz im Leben, i.e., leisure time. It explores this concept briefly from the perspectives of social anthropology and mass media studies. It then draws a political typology of peoples' stories which are of some significance to Africa's modern story-tellers, the mass media.",https://d.lib.msu.edu/jamr/98/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,"Traber, Michael (/search?fq=name_author:Traber%2C%5C%20Michael)","Storytelling--Political aspects

Democratization

Africa (/search?fq=subject_display:Storytelling%5C-%5C-Political%5C%20aspects)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 115-123,Africa media review. Vol. 2 no. 2 (1988),0258-4913,https://n2t.net/ark:/85335/m50z7400w (https://n2t.net/ark:/85335/m50z7400w),africa_media_review_pdfs/jamr_98.pdf,115,123,21181
https://d.lib.msu.edu/jamr/282,The substance of health communication education,"Health communication education has come to be appreciated as an important ingredient for the improvement of both an individual or a community's health status. This paper examines the substence of health communication education, its role in disease prevention and control, as well as the appropriate methodologies to adopt for greater effectiveness. The ultimate goal of this paper is to stimulate health communication education practitioners into coming up with ideas on how communication can be made to play a more effective role in effecting behaviourial change, and thus an overall improvement of people's health. Impediments to achieving this goal as well as known approaches that have been implemented with success are highlighted. Furthermore, the paper argues a case for the need to adopt a two-way approach in communicating health messages unlike the traditional system where the source was considered more important than the destination. The individual's needs, preferences and environment, argues the paper, count in determining the extent of success in a given health communication education campaign.",https://d.lib.msu.edu/jamr/282/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1995,"Bagui, Gabriel J. (/search?fq=name_author:Bagui%2C%5C%20Gabriel%5C%20J.)","Communication in medicine

Health education (/search?fq=subject_display:Communication%5C%20in%5C%20medicine)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 38-57,Africa media review. Vol. 9 no. 2 (1995),0258-4913,https://n2t.net/ark:/85335/m5cf9n86k (https://n2t.net/ark:/85335/m5cf9n86k),africa_media_review_pdfs/jamr_282.pdf,38,57,36255
https://d.lib.msu.edu/jamr/44,The use of traditional communications in conflict management : the case of Uganda,"Conflicts have always been part of human society and mechanisms to resolve them have often tended to reflect the level of political organisation in a particular society. The traditional African society is rife with varied approaches to conflict management. Uganda, for example, is a heterogeneous society which prior to colonial rule was organised around chiefdoms among some tribes and clan elders among others. In the Kingdom areas such as Buganda, Ankore, Bunyoro, Toro and to some extent in Busoga the king ruled through institutions such as the hierarchy of chiefs and laws. In segmentary societies such as Kigezi, Bugisu, Bamba, Bakonjo and the Iteso, the political and social organisation was clan based, regulated by customs and values. In pre-colonial Uganda each society had set conventions, customs and traditions which regulated social behaviour, harmony and stability. These unwritten laws provided a set of acceptable behaviour and controlled deviants in society. Despite the differences in political organisation, it is generally agreed that each of these societies had elaborate systems of governance, rule of law, justice and administrative organs. Each member of society was supposed to know his rights and sanctions were imposed on those individuals who did not comply with the norms. This article will address the issue of conflict, how it was dealt with in traditional African culture, the methods of communication both in traditional and modern Uganda and the question of rights and responsibilities in promoting cross-cultural amity.",https://d.lib.msu.edu/jamr/44/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1997,"Sewanyana, Livingstone (/search?fq=name_author:Sewanyana%2C%5C%20Livingstone)","Conflict management

Indigenous peoples--Communication

Ethnic relations

Uganda (/search?fq=subject_display:Conflict%5C%20management)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 40-69,Africa media review. Vol. 11 no. 3 (1997),0258-4913,https://n2t.net/ark:/85335/m5862fd6w (https://n2t.net/ark:/85335/m5862fd6w),africa_media_review_pdfs/jamr_44.pdf,40,69,50470
